key,0
#,Name
offset,0
int32,str
0,
1,武器
2,製作工具
3,採集工具
4,防具
5,飾品
6,藥品食品
7,素材
8,其他
9,格鬥武器
10,劍
11,斧
12,弓
13,長槍
14,咒杖
15,幻杖
16,魔導書
17,盾
18,投擲武器
19,刻木工具
20,鍛鐵工具
21,鑄甲工具
22,雕金工具
23,製革工具
24,裁衣工具
25,煉金工具
26,烹調工具
27,採礦工具
28,園藝工具
29,捕魚用具
30,釣餌
31,頭部防具
32,內衣
33,身體防具
34,內褲
35,腿部防具
36,手部防具
37,腳部防具
38,腰部防具
39,項鏈
40,耳飾
41,手鐲
42,戒指
43,藥品
44,食材
45,食品
46,水產品
47,石材
48,金屬
49,木材
50,布料
51,皮革
52,骨材
53,煉金原料
54,染料
55,部件
56,一般家具
57,魔晶石
58,水晶
59,觸媒
60,雜貨
61,靈魂水晶
62,箭
63,任務道具
64,其他
65,室外建材
66,室內建材
67,庭具
68,椅子睡床
69,桌台
70,桌上
71,壁掛
72,地毯
73,雙劍
74,雜貨（季節活動）
75,寵物
76,雙手劍
77,火槍
78,天球儀
79,飛空艇/潛水艇部件
80,管弦樂琴關聯物品
81,栽培用品
82,繪畫作品
83,武士刀
84,刺劍
85,魔導書（學者專用）
86,槍刃
87,投擲武器
88,雙手鐮刀
89,賢具
90,雜貨（學習/收錄類）
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
