key,0
#,Name
offset,0
int32,str
30001,探索委託：平地1級
30002,探索委託：平地2級
30003,探索委託：平地3級
30004,探索委託：平地4級
30005,探索委託：平地5級
30006,探索委託：平地6級
30007,探索委託：平地7級
30008,探索委託：平地8級
30009,探索委託：平地9級
30010,探索委託：平地10級
30011,探索委託：平地11級
30012,探索委託：平地12級
30013,探索委託：平地13級
30014,探索委託：山岳1級
30015,探索委託：山岳2級
30016,探索委託：山岳3級
30017,探索委託：山岳4級
30018,探索委託：山岳5級
30019,探索委託：山岳6級
30020,探索委託：山岳7級
30021,探索委託：山岳8級
30022,探索委託：山岳9級
30023,探索委託：山岳10級
30024,探索委託：山岳11級
30025,探索委託：山岳12級
30026,探索委託：山岳13級
30027,探索委託：森林1級
30028,探索委託：森林2級
30029,探索委託：森林3級
30030,探索委託：森林4級
30031,探索委託：森林5級
30032,探索委託：森林6級
30033,探索委託：森林7級
30034,探索委託：森林8級
30035,探索委託：森林9級
30036,探索委託：森林10級
30037,探索委託：森林11級
30038,探索委託：森林12級
30039,探索委託：森林13級
30040,探索委託：水岸1級
30041,探索委託：水岸2級
30042,探索委託：水岸3級
30043,探索委託：水岸4級
30044,探索委託：水岸5級
30045,探索委託：水岸6級
30046,探索委託：水岸7級
30047,探索委託：水岸8級
30048,探索委託：水岸9級
30049,探索委託：水岸10級
30050,探索委託：水岸11級
30051,探索委託：水岸12級
30052,探索委託：水岸13級
30053,自由探索委託
30054,探索委託：平地14級
30055,探索委託：山岳14級
30056,探索委託：森林14級
30057,探索委託：水岸14級
30058,探索委託：平地15級
30059,探索委託：山岳15級
30060,探索委託：森林15級
30061,探索委託：水岸15級
30062,探索委託：平地16級
30063,探索委託：山岳16級
30064,探索委託：森林16級
30065,探索委託：水岸16級
30066,探索委託：平地17級
30067,探索委託：山岳17級
30068,探索委託：森林17級
30069,探索委託：水岸17級
30070,探索委託：平地18級
30071,探索委託：山岳18級
30072,探索委託：森林18級
30073,探索委託：水岸18級
30074,探索委託：平地19級
30075,探索委託：山岳19級
30076,探索委託：森林19級
30077,探索委託：水岸19級
30078,探索委託：平地20級
30079,探索委託：山岳20級
30080,探索委託：森林20級
30081,探索委託：水岸20級
30082,探索委託：平地21級
30083,探索委託：山岳21級
30084,探索委託：森林21級
30085,探索委託：水岸21級
30086,探索委託：平地22級
30087,探索委託：山岳22級
30088,探索委託：森林22級
30089,探索委託：水岸22級
30090,探索委託：平地23級
30091,探索委託：山岳23級
30092,探索委託：森林23級
30093,探索委託：水岸23級
30094,探索委託：平地24級
30095,探索委託：山岳24級
30096,探索委託：森林24級
30097,探索委託：水岸24級
30098,探索委託：平地25級
30099,探索委託：山岳25級
30100,探索委託：森林25級
30101,探索委託：水岸25級
30102,探索委託：平地26級
30103,探索委託：山岳26級
30104,探索委託：森林26級
30105,探索委託：水岸26級
30106,探索委託：平地27級
30107,探索委託：山岳27級
30108,探索委託：森林27級
30109,探索委託：水岸27級
30110,探索委託：平地28級
30111,探索委託：山岳28級
30112,探索委託：森林28級
30113,探索委託：水岸28級
