key,0
#,
offset,0
int32,str
0,AchievementInfo
1,CrossWorldLinkshell
2,EurekaMagiciteItemSynthesis
3,JournalAccept
4,JournalResult
5,Trade
6,EurekaMagiaActionNotebook
7,NeedGreed
8,EurekaWeaponAdjust
9,Shop
10,Description
11,Alarm
12,ListGrid
13,AlarmSettings
14,FreeShop
15,MerchantEquipSelect
16,LinkShell
17,FateProgress
18,SocialDetailA
19,SocialDetailB
20,PcSearchDetail
21,GuildLeve
22,MerchantShop
23,Macro
24,AreaMap
25,GuildLeveDifficulty
26,GatheringNote
27,Journal
28,LetterList
29,LetterViewer
30,LetterEditor
31,RecipeNote
32,ActionMenu
33,GuildLeveHistory
35,Config
36,AOZNotebook
38,EmoteStatusHelp
39,AOZContentBriefing
40,AOZContentResult
41,Request
42,AOZContentScoreBonus
43,EmjSetting
44,Character
46,Mobhunt4
48,SubmarinePartsMenu
49,Bank
50,RetainerList
51,RetainerListSort
53,HugeCraftworksSupply
54,RetainerSell
55,RetainerSellList
56,Repair
57,Dawn
58,DawnHelp
59,CharacterInspect
60,HudLayout
61,Social
62,ConfigLog
63,ConfigLogFilter
64,LogFilterInputString
65,ConfigKeybind
66,ConfigLogColor
67,MonsterNote
68,ItemSearch
69,ItemSearchResult
70,ItemSearchFilter
71,ItemHistory
72,ChatConfig
73,ConfigSystem
74,SubmarineExplorationMapSelect
76,AOZNotebookFilterSettings
77,HWDInfoBoard
78,FreeCompany
79,MentorCondition
80,Achievement
81,HowToList
82,Cabinet
83,MentorCertification
84,FishingNote
85,ContentsFinder
86,MentorRenewDialogue
87,MultipleHelpWindow
88,PerformanceMetronomeSetting
89,PerformancePlayGuideSetting
90,Materialize
91,PerformanceReadyCheck
92,MateriaAttach
93,StorageCheck
94,MateriaBroker
95,RecipeTree
96,FreeCompanyOrganizeSheet
97,FreeCompanyProfile
98,LegacyItemStorage
99,GrandCompanyRank
100,GrandCompanyRankUp
101,SupportDesk
102,GearSetList
103,RecipeMaterialList
104,CircleInvite
105,CircleList
106,CircleNameInputString
107,CircleBook
108,CircleBookSetting
109,CircleBookQuestion
110,CircleBookBlackList
111,CircleBookWriteMessage
112,CircleBookGroupSetting
113,CircleBookInputString
114,CircleFinder
115,CircleFinderSearch
116,CircleFinderSetting
117,McGuffin
118,DescriptionYTC
119,HWDSupply
120,HWDLottery
121,HWDGathereInspect
122,HWDGathereInspectTargetList
123,HWDScore
124,ReplayReadyCheckAlliance
125,CircleFinderHighlight
126,GrandCompanySupplyList
127,GrandCompanySupplyReward
128,CabinetWithdraw
129,FreeCompanyMemberRankAssign
130,FreeCompanyMemberRankEdit
131,IKDSchedule
132,FreeCompanyInputString
133,FreeCompanyMemberRankOrderEdit
134,IKDCreel
135,ConfigCharacter
136,IKDResult
137,LicenseViewer
138,ContentsInfo
139,RecipeProductList
140,MYCWarResultNotebook
141,Buddy
142,BuddyEquipList
143,FishRelease
144,MYCWeaponAdjust2
145,WebLauncher
146,FreeCompanyChest
147,FreeCompanyExchange
148,FreeCompanyProfileEdit
149,FreeCompanyCrestEditor
150,FreeCompanyCrestColor
151,FreeCompanyCrestSymbolColor
152,FreeCompanyCrestDecal
153,FishGuide
154,FishRecord
155,ShopExchangeCurrency
156,ShopExchangeItem
157,InclusionShop
158,CollectablesShop
159,GSInfoCardFilter
160,CutSceneReplay
161,WebGuidance
162,HWDMonument
163,MYCWeaponAdjust
164,SynthesisCondition
165,PcSearchSelectLocation
166,PcSearchSelectClass
167,Mobhunt5
168,TeleportSetting
169,SharlayanCraftworksSupply
170,DawnStory
171,DawnStoryMemberSelect
172,BuddyInspect
173,ActionMenuReplaceList
174,AdventureNotice
175,AllianceMemberList
176,ColorantColoring
177,ColorantEquipment
178,AkatsukiNote
179,Concentration
180,GrandCompanyExchange
181,LookingForGroup
182,LookingForGroupCondition
183,LookingForGroupDetail
184,LookingForGroupSelectRole
185,LookingForGroupSearch
186,Nego
187,Puzzle
188,PvpProfile
189,SystemMenu
190,CurrencySetting
191,VoteKick
192,VoteKickReply
193,VoteMvp
194,RetainerInputString
195,HousingTravellersNote
196,HousingGardening
197,MJIPouch
198,MiragePrism
199,MJIRecipeNoteBook
200,MJIGatheringNoteBook
201,ContentsInfoDetail
202,MJIMinionManagement
203,LetterHistory
204,ContentsNote
205,FieldMarker
206,RetainerCharacter
207,RetainerTaskList
208,RetainerTaskAsk
209,RetainerTaskResult
210,MJIMinionNoteBook
211,RelicNoteBook
212,TradeMultiple
213,RelicSphereUpgrade
214,RelicSphereScroll
215,MacroTextCommandList
216,MJIBuildingMove
217,MJIEntranceSettings
218,ArchiveItem
219,AdventureNoteBook
220,ArmouryNoteBook
221,VVDNotebook
222,SalvageItemSelector
223,VVDFinder
224,MinionNoteBook
225,MountNoteBook
226,VVDAction
227,InputSearchComment
229,Mobhunt
230,CharacterSalvage
232,DailyQuestSupply
233,Teleport
234,HousingWithdrawStorage
237,RelicGlass
248,GoldSaucerInfo
249,GSInfoEditDeck
262,TripleTriadRanking
266,ShopExchangeCoin
268,RelicMagicite
269,NeedGreedTargeting
270,ContentsFinderSetting
272,CompanyCraftRecipeNoteBook
274,AirShipExploration
277,CompanyCraftSupply
278,AetherCurrent
284,MasterPieceSupply
287,FrontlineRecordDetail
288,Concentration
289,Mobhunt2
292,CharacterTitle
299,LovmHelp
300,LovmRanking
302,LovmResult
308,LovmPaletteEdit
309,SkyIslandFinder
310,SkyIslandFinderSetting
313,ItemContextCustomize
314,BeginnersMansionProblem
315,BeginnersMansionProblemCompList
316,DpsChallengeList
318,ColosseumTacticalInfo
