key,0
#,Name
offset,0
int32,str
1769472,
1769473,季節活動
1769474,測試：交換貨幣
1769475,測試：交換魔晶石
1769482,雷光回歸
1769483,紅蓮節
1769484,強化上古武器
1769485,
1769486,愛心苦巧克力
1769487,愛心甜巧克力
1769490,
1769491,
1769492,
1769493,
1769494,
1769496,
1769497,
1769500,修理蓋羅爾特的傑作（戰鬥菁英）
1769501,修理蓋羅爾特的傑作（魔法導師）
1769502,給我聖靈藥
1769503,能工巧匠的配方秘籍
1769504,大地使者的征糧裝備
1769505,用銅彩蛋交換銀彩蛋
1769506,用銀彩蛋交換金彩蛋
1769510,修理蓋羅爾特的傑作（武器）
1769511,道具交易（其他）
1769512,用女性裝備交換男性裝備1
1769513,用男性裝備交換女性裝備1
1769514,同盟徽章（黑渦團）
1769515,同盟徽章（雙蛇黨）
1769516,同盟徽章（恆輝隊）
1769517,同盟徽章（戰鬥菁英）
1769518,同盟徽章（魔法導師）
1769519,道具（戰鬥菁英）
1769520,道具（魔法導師）
1769521,大地使者的上品主手工具
1769522,能工巧匠的工匠主手工具
1769523,東方的寶珠
1769524,測試用商店
1769525,櫟木幣
1769526,惡魔餅乾
1769528,
1769529,
1769530,仿古裝備（戰鬥菁英）
1769531,仿古裝備（魔法導師）
1769533,亞拉戈詩學神典石（戰鬥菁英）
1769534,亞拉戈詩學神典石（魔法導師）
1769535,強化加隆德裝備（戰鬥菁英）
1769536,強化加隆德裝備（魔法導師）
1769537,強化加隆德裝備（武器）
1769539,強化加隆德裝備（飾品）
1769540,星芒樹
1769541,落芒星
1769542,落芒星
1769543,交換落芒星
1769544,獎品1
1769545,幻卡
1769546,道具
1769547,陸行鳥競賽教材（基礎篇）
1769548,陸行鳥競賽教材（進階篇）
1769549,幸運彩蛋
1769550,納納帕西的福袋
1769551,大地使者的華光主手工具
1769552,能工巧匠的工匠裝備
1769553,道具（藥品食品）
1769554,能工巧匠的上品主手工具
1769555,能工巧匠的華光主手工具
1769556,道具（其他）
1769563,大地使者工具
1769564,大地使者防具
1769565,亞拉戈詩學神典石（其他）
1769572,改良多瑪風格裝備（戰鬥菁英1）
1769573,改良多瑪風格裝備（魔法導師）
1769574,修理新生古典裝備（騎士）
1769575,修理新生古典裝備（武僧）
1769576,修理新生古典裝備（戰士）
1769577,
1769578,
1769579,戈耳狄部件（戰鬥菁英1）
1769580,戈耳狄部件（魔法導師）
1769581,戈耳狄斷章（戰鬥菁英1）
1769582,戈耳狄斷章（魔法導師）
1769584,蟲珀
1769585,
1769586,
1769587,能工巧匠工具
1769588,能工巧匠防具1
1769590,大地使者道具
1769591,能工巧匠道具
1769592,改良多瑪風格裝備（戰鬥菁英2）
1769593,修理新生古典裝備（龍騎士）
1769594,修理新生古典裝備（吟遊詩人）
1769595,修理新生古典裝備（忍者）
1769596,修理新生古典裝備（白魔法師）
1769597,修理新生古典裝備（黑魔法師）
1769598,修理新生古典裝備（召喚師）
1769599,修理新生古典裝備（學者）
1769600,修理新生古典裝備（暗黑騎士）
