key,0,1
#,Name,Bg
offset,0,4
int32,str,str
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
24,,
25,,
26,,
27,,
28,,
29,,
128,s1t1,ffxiv/sea_s1/twn/s1t1/level/s1t1
129,s1t2,ffxiv/sea_s1/twn/s1t2/level/s1t2
130,w1t1,ffxiv/wil_w1/twn/w1t1/level/w1t1
131,w1t2,ffxiv/wil_w1/twn/w1t2/level/w1t2
132,f1t1,ffxiv/fst_f1/twn/f1t1/level/f1t1
133,f1t2,ffxiv/fst_f1/twn/f1t2/level/f1t2
134,s1f1,ffxiv/sea_s1/fld/s1f1/level/s1f1
135,s1f2,ffxiv/sea_s1/fld/s1f2/level/s1f2
136,s1h1_test,ffxiv/sea_s1/hou/s1h1/level/s1h1
137,s1f3,ffxiv/sea_s1/fld/s1f3/level/s1f3
138,s1f4,ffxiv/sea_s1/fld/s1f4/level/s1f4
139,s1f5,ffxiv/sea_s1/fld/s1f5/level/s1f5
140,w1f1,ffxiv/wil_w1/fld/w1f1/level/w1f1
141,w1f2,ffxiv/wil_w1/fld/w1f2/level/w1f2
142,w1d7_battle,ffxiv/wil_w1/dun/w1d7/level/w1d7
143,,
144,w1eb,ffxiv/wil_w1/evt/w1eb/level/w1eb
145,w1f3,ffxiv/wil_w1/fld/w1f3/level/w1f3
146,w1f4,ffxiv/wil_w1/fld/w1f4/level/w1f4
147,w1f5,ffxiv/wil_w1/fld/w1f5/level/w1f5
148,f1f1,ffxiv/fst_f1/fld/f1f1/level/f1f1
149,z1z3,ffxiv/sea_s1/pvp/s1p5/level/s1p5
150,,
151,l1r3,ffxiv/lak_l1/rad/l1r3/level/l1r3
152,f1f2,ffxiv/fst_f1/fld/f1f2/level/f1f2
153,f1f3,ffxiv/fst_f1/fld/f1f3/level/f1f3
154,f1f4,ffxiv/fst_f1/fld/f1f4/level/f1f4
155,r1f1,ffxiv/roc_r1/fld/r1f1/level/r1f1
156,l1f1,ffxiv/lak_l1/fld/l1f1/level/l1f1
157,,
158,,
159,s1d3,ffxiv/sea_s1/dun/s1d3/level/s1d3
160,s1d4,ffxiv/sea_s1/dun/s1d4/level/s1d4
161,,
162,w1d2,ffxiv/wil_w1/dun/w1d2/level/w1d2
163,w1d3,ffxiv/wil_w1/dun/w1d3/level/w1d3
164,,
166,,
167,f1d3,ffxiv/fst_f1/dun/f1d3/level/f1d3
168,,
169,,
170,w1r1,ffxiv/wil_w1/rad/w1r1/level/w1r1
171,r1r1,ffxiv/roc_r1/rad/r1r1/level/r1r1
172,r1r2,ffxiv/roc_r1/rad/r1r2/level/r1r2
174,l1r1,ffxiv/lak_l1/rad/l1r1/level/l1r1
175,,
176,z1j1,ffxiv/zon_z1/jai/z1j1/level/z1j1
177,s1ti,ffxiv/sea_s1/twn/s1ti/level/s1ti
178,w1ti,ffxiv/wil_w1/twn/w1ti/level/w1ti
179,f1ti,ffxiv/fst_f1/twn/f1ti/level/f1ti
180,s1f6,ffxiv/sea_s1/fld/s1f6/level/s1f6
181,s1t1_opening,ffxiv/sea_s1/twn/s1t1/level/s1t1
182,w1t1_opening,ffxiv/wil_w1/twn/w1t1/level/w1t1
183,f1t1_opening,ffxiv/fst_f1/twn/f1t1/level/f1t1
184,,
185,,
186,,
187,,
188,s1d8,ffxiv/sea_s1/dun/s1d8/level/s1d8
189,f1d7,ffxiv/fst_f1/dun/f1d7/level/f1d7
190,go002,ffxiv/fst_f1/fld/f1f1/level/f1f1
191,go005,ffxiv/fst_f1/fld/f1f2/level/f1f2
192,go006,ffxiv/fst_f1/fld/f1f3/level/f1f3
193,w1b1,ffxiv/wil_w1/bah/w1b1/level/w1b1
194,w1b2,ffxiv/wil_w1/bah/w1b2/level/w1b2
195,w1b3,ffxiv/wil_w1/bah/w1b3/level/w1b3
196,w1b4,ffxiv/wil_w1/bah/w1b4/level/w1b4
197,,
198,s1e4,ffxiv/sea_s1/evt/s1e4/level/s1e4
199,,
200,,
201,,
202,,
203,,
204,f1e4,ffxiv/fst_f1/evt/f1e4/level/f1e4
205,f1e5,ffxiv/fst_f1/evt/f1e5/level/f1e5
206,,
207,,
208,,
209,,
210,w1e4,ffxiv/wil_w1/evt/w1e4/level/w1e4
211,,
212,w1e6,ffxiv/wil_w1/evt/w1e6/level/w1e6
213,,
214,go001,ffxiv/sea_s1/fld/s1f1/level/s1f1
215,go003,ffxiv/wil_w1/fld/w1f1/level/w1f1
216,go004,ffxiv/wil_w1/fld/w1f2/level/w1f2
217,,
218,,
219,go008,ffxiv/fst_f1/fld/f1f1/level/f1f1
220,go007,ffxiv/fst_f1/fld/f1f3/level/f1f3
221,go009,ffxiv/sea_s1/fld/s1f5/level/s1f5
222,go010,ffxiv/sea_s1/fld/s1f2/level/s1f2
223,go011,ffxiv/roc_r1/fld/r1f1/level/r1f1
224,,
225,e0002,ffxiv/fst_f1/fld/f1f1/level/f1f1
226,e0003,ffxiv/fst_f1/fld/f1f1/level/f1f1
227,e0004,ffxiv/fst_f1/fld/f1f1/level/f1f1
228,e0007,ffxiv/fst_f1/fld/f1f4/level/f1f4
229,e0008,ffxiv/fst_f1/fld/f1f3/level/f1f3
230,e0009,ffxiv/fst_f1/fld/f1f1/level/f1f1
231,e0010,ffxiv/fst_f1/fld/f1f3/level/f1f3
232,e0016,ffxiv/fst_f1/fld/f1f3/level/f1f3
233,e0001,ffxiv/fst_f1/fld/f1f1/level/f1f1
234,e0005,ffxiv/fst_f1/fld/f1f2/level/f1f2
235,e0006,ffxiv/fst_f1/fld/f1f3/level/f1f3
236,e0011,ffxiv/fst_f1/fld/f1f3/level/f1f3
237,e0012,ffxiv/fst_f1/fld/f1f1/level/f1f1
238,e0013,ffxiv/fst_f1/twn/f1t2/level/f1t2
239,e0014,ffxiv/fst_f1/fld/f1f1/level/f1f1
240,e0015,ffxiv/fst_f1/fld/f1f4/level/f1f4
241,s1b1,ffxiv/sea_s1/bah/s1b1/level/s1b1
242,s1b2,ffxiv/sea_s1/bah/s1b2/level/s1b2
243,s1b3,ffxiv/sea_s1/bah/s1b3/level/s1b3
244,s1b4,ffxiv/sea_s1/bah/s1b4/level/s1b4
245,s1b5,ffxiv/sea_s1/bah/s1b5/level/s1b5
246,w1b5,ffxiv/wil_w1/bah/w1b5/level/w1b5
247,s1b7,ffxiv/sea_s1/bah/s1b7/level/s1b7
248,e0017,ffxiv/wil_w1/fld/w1f2/level/w1f2
249,e0018,ffxiv/sea_s1/fld/s1f2/level/s1f2
250,s1p1,ffxiv/sea_s1/pvp/s1p1/level/s1p1
251,e0028,ffxiv/wil_w1/twn/w1t1/level/w1t1
252,e0038,ffxiv/sea_s1/fld/s1f1/level/s1f1
253,e0019,ffxiv/wil_w1/fld/w1f2/level/w1f2
254,e0020,ffxiv/wil_w1/twn/w1t1/level/w1t1
255,e0021,ffxiv/wil_w1/fld/w1f1/level/w1f1
256,e0022,ffxiv/wil_w1/fld/w1f3/level/w1f3
257,e0023,ffxiv/wil_w1/fld/w1f3/level/w1f3
258,e0024,ffxiv/wil_w1/fld/w1f2/level/w1f2
259,e0025,ffxiv/wil_w1/twn/w1t1/level/w1t1
260,e0026,ffxiv/wil_w1/fld/w1f4/level/w1f4
261,e0027,ffxiv/wil_w1/fld/w1f4/level/w1f4
262,e0034,ffxiv/sea_s1/fld/s1f2/level/s1f2
263,e0035,ffxiv/sea_s1/fld/s1f4/level/s1f4
264,e0036,ffxiv/sea_s1/fld/s1f2/level/s1f2
265,e0037,ffxiv/sea_s1/fld/s1f2/level/s1f2
266,e0029,ffxiv/wil_w1/fld/w1f3/level/w1f3
267,e0030,ffxiv/wil_w1/fld/w1f1/level/w1f1
268,e0031,ffxiv/wil_w1/fld/w1f3/level/w1f3
269,e0032,ffxiv/wil_w1/fld/w1f1/level/w1f1
270,e0041,ffxiv/wil_w1/fld/w1f2/level/w1f2
271,e0042,ffxiv/wil_w1/fld/w1f2/level/w1f2
272,e0039,ffxiv/sea_s1/fld/s1f1/level/s1f1
273,e0043,ffxiv/wil_w1/fld/w1f1/level/w1f1
274,e0046,ffxiv/wil_w1/twn/w1t1/level/w1t1
275,e0047,ffxiv/wil_w1/fld/w1f3/level/w1f3
276,z1e5,ffxiv/zon_z1/evt/z1e5/level/z1e5
277,e0048,ffxiv/fst_f1/fld/f1f2/level/f1f2
278,e0049,ffxiv/wil_w1/fld/w1f1/level/w1f1
279,e0050,ffxiv/sea_s1/fld/s1f2/level/s1f2
280,e0040,ffxiv/sea_s1/fld/s1f4/level/s1f4
281,o1fa,ffxiv/ocn_o1/fld/o1fa/level/o1fa
282,s1i1,ffxiv/sea_s1/ind/s1i1/level/s1i1
283,s1i2,ffxiv/sea_s1/ind/s1i2/level/s1i2
284,s1i3,ffxiv/sea_s1/ind/s1i3/level/s1i3
285,e0053,ffxiv/sea_s1/fld/s1f1/level/s1f1
286,e0054,ffxiv/ocn_o1/evt/o1e2/level/o1e2
287,e0055,ffxiv/sea_s1/fld/s1f2/level/s1f2
288,e0056,ffxiv/ocn_o1/evt/o1e2/level/o1e2
289,e0057,ffxiv/fst_f1/fld/f1f2/level/f1f2
290,e0063,ffxiv/fst_f1/fld/f1f2/level/f1f2
291,e0064,ffxiv/fst_f1/fld/f1f3/level/f1f3
292,w1fa_2,ffxiv/wil_w1/fld/w1fa/level/w1fa
293,s1fa_2,ffxiv/sea_s1/fld/s1fa/level/s1fa
294,r1fa_2,ffxiv/roc_r1/fld/r1fa/level/r1fa
295,w1fa_3,ffxiv/wil_w1/fld/w1fa/level/w1fa
296,s1fa_3,ffxiv/sea_s1/fld/s1fa/level/s1fa
297,r1fa_3,ffxiv/roc_r1/fld/r1fa/level/r1fa
298,go012,ffxiv/roc_r1/fld/r1f1/level/r1f1
299,go013,ffxiv/lak_l1/fld/l1f1/level/l1f1
