key,4
#,Model
offset,0
int32,str
0,
513,bgcommon/hou/dyna/s1h0/dor/0001/asset/s1h0_co_dor0001.sgb
514,bgcommon/hou/dyna/f1h0/dor/0001/asset/f1h0_co_dor0001.sgb
515,bgcommon/hou/dyna/w1h0/dor/0001/asset/w1h0_co_dor0001.sgb
516,
517,bgcommon/hou/dyna/s1h0/dor/0002/asset/s1h0_co_dor0002.sgb
518,bgcommon/hou/dyna/f1h0/dor/0002/asset/f1h0_co_dor0002.sgb
519,bgcommon/hou/dyna/w1h0/dor/0002/asset/w1h0_co_dor0002.sgb
520,
521,bgcommon/hou/dyna/s1h0/dor/0003/asset/s1h0_co_dor0003.sgb
522,bgcommon/hou/dyna/f1h0/dor/0003/asset/f1h0_co_dor0003.sgb
523,bgcommon/hou/dyna/w1h0/dor/0003/asset/w1h0_co_dor0003.sgb
524,
525,
526,
527,
528,
529,
530,
531,bgcommon/hou/dyna/e1h0/dor/0001/asset/e1h0_co_dor0001.sgb
532,bgcommon/hou/dyna/e1h0/dor/0002/asset/e1h0_co_dor0002.sgb
533,bgcommon/hou/dyna/e1h0/dor/0003/asset/e1h0_co_dor0003.sgb
534,
543,
544,
545,
546,
547,
548,
549,
550,bgcommon/hou/dyna/r1h0/dor/0001/asset/r1h0_co_dor0001.sgb
551,bgcommon/hou/dyna/r1h0/dor/0002/asset/r1h0_co_dor0002.sgb
552,bgcommon/hou/dyna/r1h0/dor/0003/asset/r1h0_co_dor0003.sgb
1025,bg/ffxiv/sea_s1/hou/dyna/s_rof/0001/asset/s1h0_s_rof0001.sgb
1026,bg/ffxiv/sea_s1/hou/dyna/m_rof/0001/asset/s1h0_m_rof0001.sgb
1027,bg/ffxiv/sea_s1/hou/dyna/l_rof/0001/asset/s1h0_l_rof0001.sgb
1028,bg/ffxiv/fst_f1/hou/dyna/s_rof/0001/asset/f1h0_s_rof0001.sgb
1029,bg/ffxiv/fst_f1/hou/dyna/m_rof/0001/asset/f1h0_m_rof0001.sgb
1030,bg/ffxiv/fst_f1/hou/dyna/l_rof/0001/asset/f1h0_l_rof0001.sgb
1031,bg/ffxiv/wil_w1/hou/dyna/s_rof/0001/asset/w1h0_s_rof0001.sgb
1032,bg/ffxiv/wil_w1/hou/dyna/m_rof/0001/asset/w1h0_m_rof0001.sgb
1033,bg/ffxiv/wil_w1/hou/dyna/l_rof/0001/asset/w1h0_l_rof0001.sgb
1034,
1035,
1036,
1037,bg/ffxiv/sea_s1/hou/dyna/s_rof/0002/asset/s1h0_s_rof0002.sgb
1038,bg/ffxiv/sea_s1/hou/dyna/m_rof/0002/asset/s1h0_m_rof0002.sgb
1039,bg/ffxiv/sea_s1/hou/dyna/l_rof/0002/asset/s1h0_l_rof0002.sgb
1040,bg/ffxiv/fst_f1/hou/dyna/s_rof/0002/asset/f1h0_s_rof0002.sgb
1041,bg/ffxiv/fst_f1/hou/dyna/m_rof/0002/asset/f1h0_m_rof0002.sgb
1042,bg/ffxiv/fst_f1/hou/dyna/l_rof/0002/asset/f1h0_l_rof0002.sgb
1043,bg/ffxiv/wil_w1/hou/dyna/s_rof/0002/asset/w1h0_s_rof0002.sgb
1044,bg/ffxiv/wil_w1/hou/dyna/m_rof/0002/asset/w1h0_m_rof0002.sgb
1045,bg/ffxiv/wil_w1/hou/dyna/l_rof/0002/asset/w1h0_l_rof0002.sgb
1046,
1047,
1048,
1049,bg/ffxiv/sea_s1/hou/dyna/s_rof/0003/asset/s1h0_s_rof0003.sgb
1050,bg/ffxiv/sea_s1/hou/dyna/m_rof/0003/asset/s1h0_m_rof0003.sgb
1051,bg/ffxiv/sea_s1/hou/dyna/l_rof/0003/asset/s1h0_l_rof0003.sgb
1052,bg/ffxiv/fst_f1/hou/dyna/s_rof/0003/asset/f1h0_s_rof0003.sgb
1053,bg/ffxiv/fst_f1/hou/dyna/m_rof/0003/asset/f1h0_m_rof0003.sgb
1054,bg/ffxiv/fst_f1/hou/dyna/l_rof/0003/asset/f1h0_l_rof0003.sgb
1055,bg/ffxiv/wil_w1/hou/dyna/s_rof/0003/asset/w1h0_s_rof0003.sgb
1056,bg/ffxiv/wil_w1/hou/dyna/m_rof/0003/asset/w1h0_m_rof0003.sgb
1057,bg/ffxiv/wil_w1/hou/dyna/l_rof/0003/asset/w1h0_l_rof0003.sgb
1058,
1059,
1060,
1061,
1062,
1063,
1064,
1065,
1066,
1067,
1068,
1069,
1070,
1071,
1072,
1073,
1074,
1075,
1076,
1077,
1078,
1079,bg/ffxiv/est_e1/hou/dyna/s_rof/0001/asset/e1h0_s_rof0001.sgb
1080,bg/ffxiv/est_e1/hou/dyna/m_rof/0001/asset/e1h0_m_rof0001.sgb
1081,bg/ffxiv/est_e1/hou/dyna/l_rof/0001/asset/e1h0_l_rof0001.sgb
1082,bg/ffxiv/est_e1/hou/dyna/s_rof/0002/asset/e1h0_s_rof0002.sgb
1083,bg/ffxiv/est_e1/hou/dyna/m_rof/0002/asset/e1h0_m_rof0002.sgb
1084,bg/ffxiv/est_e1/hou/dyna/l_rof/0002/asset/e1h0_l_rof0002.sgb
1085,bg/ffxiv/est_e1/hou/dyna/s_rof/0003/asset/e1h0_s_rof0003.sgb
1086,bg/ffxiv/est_e1/hou/dyna/m_rof/0003/asset/e1h0_m_rof0003.sgb
1087,bg/ffxiv/est_e1/hou/dyna/l_rof/0003/asset/e1h0_l_rof0003.sgb
1088,
1089,
1090,
1115,
1116,
1117,
1118,
1119,
1120,
1121,
1122,
1123,
1124,
1125,
1126,
1127,
1128,
1129,
1130,
1131,
1132,
1133,
1134,
1135,
1136,bg/ffxiv/roc_r1/hou/dyna/s_rof/0001/asset/r1h0_s_rof0001.sgb
1137,bg/ffxiv/roc_r1/hou/dyna/s_rof/0002/asset/r1h0_s_rof0002.sgb
1138,bg/ffxiv/roc_r1/hou/dyna/s_rof/0003/asset/r1h0_s_rof0003.sgb
1139,bg/ffxiv/roc_r1/hou/dyna/m_rof/0001/asset/r1h0_m_rof0001.sgb
1140,bg/ffxiv/roc_r1/hou/dyna/m_rof/0002/asset/r1h0_m_rof0002.sgb
1141,bg/ffxiv/roc_r1/hou/dyna/m_rof/0003/asset/r1h0_m_rof0003.sgb
1142,bg/ffxiv/roc_r1/hou/dyna/l_rof/0001/asset/r1h0_l_rof0001.sgb
1143,bg/ffxiv/roc_r1/hou/dyna/l_rof/0002/asset/r1h0_l_rof0002.sgb
1144,bg/ffxiv/roc_r1/hou/dyna/l_rof/0003/asset/r1h0_l_rof0003.sgb
1537,
1538,
1539,
1540,
1541,
1542,
1543,
1544,
1545,
1546,
1547,
1548,
1549,
1550,
1551,
1552,
1553,
1554,
1555,
1556,
1557,
1558,
1559,
1560,
1561,
1567,
1568,
1569,
1570,
1571,
1572,
1573,
2049,
2050,
2051,
2052,
2053,
2054,
2055,
2056,
2057,
2058,
2059,
2060,
2061,
2062,
2063,
2064,
2065,
2066,
2067,
2068,
2069,
2070,
2071,
2072,
2073,
2079,
2080,
2081,
2082,
2083,
2084,
2085,
2561,bgcommon/hou/dyna/s1h0/wid/0001/asset/s1h0_co_wid0001.sgb
2562,bgcommon/hou/dyna/f1h0/wid/0001/asset/f1h0_co_wid0001.sgb
2563,bgcommon/hou/dyna/w1h0/wid/0001/asset/w1h0_co_wid0001.sgb
2564,
2565,bgcommon/hou/dyna/s1h0/wid/0002/asset/s1h0_co_wid0002.sgb
2566,bgcommon/hou/dyna/f1h0/wid/0002/asset/f1h0_co_wid0002.sgb
2567,bgcommon/hou/dyna/w1h0/wid/0002/asset/w1h0_co_wid0002.sgb
2568,
2569,bgcommon/hou/dyna/s1h0/wid/0003/asset/s1h0_co_wid0003.sgb
