key,0
#,Name
offset,0
int32,str
0,
1,防護職業裝備
2,近戰職業裝備（龍騎士·釤鐮客）
3,近戰職業裝備（武僧·武士）
4,遠程物理職業裝備
5,近戰職業裝備（忍者）
6,治療職業裝備
7,魔法進攻職業裝備
8,戰鬥相關道具
9,能工巧匠裝備
10,製作相關道具
11,大地使者裝備
12,採集相關道具
13,防護職業裝備
14,近戰職業裝備（龍騎士·釤鐮客）
15,近戰職業裝備（武僧·武士）
16,遠程物理職業裝備
17,近戰職業裝備（忍者）
18,治療職業裝備
19,魔法進攻職業裝備
20,戰鬥相關道具
21,能工巧匠裝備
22,製作相關道具
23,大地使者裝備
24,採集相關道具
25,防護職業裝備
26,近戰職業裝備（龍騎士·釤鐮客）
27,近戰職業裝備（武僧·武士）
28,遠程物理職業裝備
29,近戰職業裝備（忍者）
30,治療職業裝備
31,魔法進攻職業裝備
32,戰鬥相關道具
33,能工巧匠裝備
34,製作相關道具
35,大地使者裝備
36,採集相關道具
37,防護職業裝備
38,近戰職業裝備（龍騎士·釤鐮客）
39,近戰職業裝備（武僧·武士）
40,遠程物理職業裝備
41,近戰職業裝備（忍者）
42,治療職業裝備
43,魔法進攻職業裝備
44,戰鬥相關道具
45,能工巧匠裝備
46,製作相關道具
47,大地使者裝備
48,採集相關道具
49,巧手工票交易：裝備
50,巧手工票交易：秘籍·素材·雜貨
51,大地工票交易：裝備
52,大地工票交易：素材·雜貨
53,巧手工票交易：魔晶石
54,大地工票交易：魔晶石
55,巧手工票交易：裝備
56,巧手工票交易：秘籍·素材·雜貨
57,大地工票交易：裝備
58,大地工票交易：素材·雜貨
59,巧手工票交易：裝備
60,巧手工票交易：秘籍·素材·雜貨
61,大地工票交易：裝備
62,大地工票交易：素材·雜貨
63,狼印戰績（戰鬥菁英武器）
64,狼印戰績（魔法導師武器）
65,狼印戰績（戰鬥菁英防具）
66,狼印戰績（魔法導師防具）
67,狼印戰績（其他）
