key,0,1
#,Path,PathAlly
offset,0,4
int32,str,str
0,,
1,general_1bf,general_1bpf
2,general02f,general02_pf
3,gl_fan060_1bf,gl_fan060_1bpf
4,gl_fan090_1bf,gl_fan090_1bpf
5,gl_fan120_1bf,gl_fan120_1bpf
6,m0096sp_05c1s,
7,m0096sp_06c2s,
8,m0098sp04cx0t,
9,m0098sp07cx0t,
10,m0077sp03o0m,
11,m0077sp03o1m,
12,gl_sircle_1907af,
13,gl_sircle_3004af,
14,gl_sircle_5003af,
15,gl_fan270_0100af,
16,gl_fan270_1005af,
17,gl_fan270_1510af,
18,sandpilr1o0c,
19,m0063gt_loop_0m,
20,m0057sp09cx0s,
21,m0062sp_03o0s,
22,taihuunome0m,
23,tatumaki0m,
24,m063sp019o0c,
25,m0031sp03o0c,
26,m0099sp_03o0t,
27,gl_shipimpact0f,
28,gl_fan150_1bf,gl_fan150_1bpf
29,d1006_meteo1m,
30,d1006_sp04o1m,
31,m0172sp05o0c,
32,m0095sp16o0c,
33,m0073_mijingiri1m,
34,m0073_wagiri1m,
35,m0073_wagiri2m,
36,m0073_wagiri3m,
37,m0073_wagiri4m,
38,m0073_ougigiri1m,
39,m0073_jiraisin1m,
40,undeadraise1o0h,
41,rinsen_s_omen,
42,rinsen_m_omen,
43,rinsen_l_omen,
44,leviathan_mizubakudan1t0h,
45,neil_jiware_o0t,
46,bahamut2_bomu_omen0s,
47,m0171sp05o0c,
48,d1006_delta1m,
49,d1006_overpowaer1m,
50,m0123_banrai_omen1s,
51,m0212sp02o0c,
52,kuraken_kanketu_gtkougeki_o0c,
53,m0074sp04o0c,
54,m7006sp01omen1s,
55,m7006sp03omen1s,
56,m0125sp05o0h,
57,m0125_gardian_enerugihdan_0m,
58,shiva_fuyuturara_raka_omen1m,
59,shiva_fleezfloa_omen0m,
60,m0070_fan120_0h,
61,m0070_fan180_0h,
62,phoenix_bluefire0t,
63,m0118sp05o0t,
64,m0117_gtae_01s,
65,m0117_trap_01s,
66,m0129sp01_omen_m,
67,mokuyaku_genryu_bom1m,
68,mokuyaku_genryu_bom2m,
69,mokuyaku_genryu_bom3m,
70,mokuyaku_genryu_o1m,
71,mokuyaku_genryu_o2m,
72,mokuyaku_genryu_o3m,
73,m131om_setu0f,
74,m131om_getu0f,
75,m131om_hana0f,
76,m070_fleezfloa_omen0f,
77,m070_meteo1f,
78,gl_sircle_1512af,
79,m0272sp09o0c,
80,m0260sp03o0c,
81,m0227_sp03_omen1s,
82,d1024_sp03_0s,
83,fate_altema_madoufensu1t,
84,m0248_freeze_o0c,
85,m0248_center_o0c,
86,m0248_side_o0c,
87,d1015sp11o0c,
88,m0244laser_o0t,
89,m0244donut_o0t,
90,d1025_sp012_bunsan01s,
91,c0501_fan240af,
92,d1025_sp11_zignzan0c,
93,m0103sp03o0t,
94,m0244en_o0t,
95,m0066tatari_o0c,
96,bismarck_mizubakudan1h,
97,m0070_taberu0c,
98,gl_fan060_1bf,
99,gl_fan030_0f,
100,gl_fan060_1f,
101,gl_fan120_1f,
102,general01bf,
103,gl_sircle_6008tf,
104,m0280sp02o0t,
105,gl_fan030_1bf,gl_fan030_1bpf
106,manta_mizubakudan1h,
107,gl_fan180_1bf,
108,gl_sircle_1005bf,
109,m0311sp06o0c,
110,m0257gimmick0h,
111,gl_sircle_2010bf,
112,gl_sircle_3020bf,
113,gl_sircle_5003bf,
114,m0263_tossin01s,
115,m0285laser_o0t,
116,m330_zombi0ah,
117,zombieraise1o0h,
118,m0329_tossin01h,
119,m0336ice0f,
120,m0119_trap_01t,
121,undeadraise2o0c,
122,m0344_quasar01ah,
123,m0344_quasar02ah,
124,m0344sp08o0h,
125,m0361en_o0t,m0361en_o0pf
126,m0344_quasar01bh,
127,m0012bitlz_o0t,
128,gl_fan210_1bf,
129,m0347hadou_o0t,
130,m0347tossin_o0t,
131,m0375handc0c,
132,m0307_aeroga0h,
133,m0307_aeroja0h,
134,m0307_blizzaga0h,
135,m0307_death0h,
136,gl_sircle_1034bf,
137,gl_sircle_3014bf,
138,gl_blu_lz01af,
139,m0376_mizu_o0p,
140,m0430gl_lz01i,
141,m0430gl_sircle_2013b01i,
142,general02f,
