key,0
#,Text
offset,0
int32,str
0,
1,組建成了新部隊！
2,部隊等級提升為<hex:022003E80203>級！
3,與「<hex:022812FF0D>GrandCompany<hex:E8020103>」的友好關係提升為「<hex:022812FF0D>FCReputation<hex:E8030503>」！
4,與「<hex:022812FF0D>GrandCompany<hex:E8020103>」的友好關係提升為「<hex:022812FF0D>FCReputation<hex:E8030503>」！
5,與「<hex:022812FF0D>GrandCompany<hex:E8020103>」的友好關係提升為「<hex:022812FF0D>FCReputation<hex:E8030503>」！
6,獲得了「<hex:02280EFF09>FCRights<hex:E8020103>」的權利！
7,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>加入了部隊。
8,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>加入了部隊。
9,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>退出了部隊。
10,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>退出了部隊。
11,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>就任為<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>。
12,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>就任為<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>。
13,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>就任為<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>。
14,部隊轉到了「<hex:022812FF0D>GrandCompany<hex:E8020103>」屬下。
15,部隊轉到了「<hex:022812FF0D>GrandCompany<hex:E8020103>」屬下。
16,部隊轉到了「<hex:022812FF0D>GrandCompany<hex:E8020103>」屬下。
17,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>修改了「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」階級的設定。
18,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>添加了「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」階級。
19,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>刪除了「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」階級。
20,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>修改了階級的序列。
21,
22,
23,
24,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>更新了部隊公告。
25,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>更新了部隊資訊。
26,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>更新了部隊隊徽。
27,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>獲得了「<hex:022813FF0E>CompanyAction<hex:E8020103>」的特效。
28,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>使用了「<hex:022813FF0E>CompanyAction<hex:E8020103>」的特效。
29,該動態已被刪除
30,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>將階級名稱更改為「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」。
31,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>取消了「<hex:022813FF0E>CompanyAction<hex:E8020103>」的特效。
32,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>放棄了「<hex:022813FF0E>CompanyAction<hex:E8020103>」的特效。
33,部隊的簡稱已被修改為「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」。
34,部隊名已被修改為「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」。
35,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>將<hex:02280FFF0A>PlaceName<hex:E8020103>第<hex:022003E80303>區<hex:022003E80403>號住房名稱改成了「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」。
36,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>修改了「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」的問候語。
37,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>購買了<hex:02280FFF0A>PlaceName<hex:E8020103>第<hex:022003E80303>區<hex:022003E80403>號土地。
38,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>廢棄了<hex:02280FFF0A>PlaceName<hex:E8020103>第<hex:022003E80303>區<hex:022003E80403>號土地。
39,<hex:02280FFF0A>PlaceName<hex:E8020103> 第<hex:022003E80303>區<hex:022003E80403>號土地被廢棄了。
40,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>在<hex:02280FFF0A>PlaceName<hex:E8020103>第<hex:022003E80303>區<hex:022003E80403>號土地上搭建起了「<hex:022813FF0E>HousingPreset<hex:E8050103>」。
41,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>拆除了「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」。
42,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>更換了「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」的外部裝潢。
43,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>更換了「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」的內部裝潢。
44,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>更換了「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」的家具配置。
45,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>更換了「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」的庭具配置。
46,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>刪除了寫在「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」的訪客留言薄上的留言。
47,收到了<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>發來的入隊申請。
48,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>撤銷了發來的入隊申請。
49,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>的角色已被刪除。
50,拒絕了<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>發來的入隊申請。
51,申請數量已經到達上限。
52,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>在「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」裡種下了<hex:02280AFF05>Item<hex:E8020103>。
53,<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>對「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」裡的作物施加了<hex:02280AFF05>Item<hex:E8020103>。
